OrgCode,OrgName,Procedure,Measure,Modelled_Records_2011,Modelled_Records_2012,Modelled_Records_2013,Modelled_Records_2014,Modelled_Records_2015,Modelled_Records_2016,Modelled_Records_2017,Modelled_Records_2018,Modelled_Records_2019,Adjusted_Health_Gain_2011,Adjusted_Health_Gain_2012,Adjusted_Health_Gain_2013,Adjusted_Health_Gain_2014,Adjusted_Health_Gain_2015,Adjusted_Health_Gain_2016,Adjusted_Health_Gain_2017,Adjusted_Health_Gain_2018,Adjusted_Health_Gain_2019,Outlier_2011,Outlier_2012,Outlier_2013,Outlier_2014,Outlier_2015,Outlier_2016,Outlier_2017,Outlier_2018,Outlier_2019
RWW,WARRINGTON AND HALTON TEACHING HOSPITALS NHS FOUNDATION TRUST,Total Knee Replacement,EQ-5D Index,140,133,296,274,216,243,202,130,78,0.304,0.352,0.337,0.335,0.344,0.32,0.372,0.313,0.342,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Positive outlier (95%),Not an outlier,Not an outlier
RWW,WARRINGTON AND HALTON TEACHING HOSPITALS NHS FOUNDATION TRUST,Hip Replacement Primary,Oxford Hip Score,0,116,220,179,205,160,143,135,42,-,20.797,20.695,20.915,21.152,22.238,22.377,22.762,22.634,No procedures,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Not an outlier
RWW,WARRINGTON AND HALTON TEACHING HOSPITALS NHS FOUNDATION TRUST,Hip Replacement Revision,Oxford Hip Score,0,7,9,14,10,8,6,5,1,-,-,-,-,-,-,-,-,-,No procedures,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records
RWW,WARRINGTON AND HALTON TEACHING HOSPITALS NHS FOUNDATION TRUST,Total Hip Replacement,Oxford Hip Score,149,123,229,193,215,168,149,140,43,20.461,20.971,21.291,20.971,21.14,22.376,22.588,22.633,22.567,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Not an outlier
RWW,WARRINGTON AND HALTON TEACHING HOSPITALS NHS FOUNDATION TRUST,Knee Replacement Primary,Oxford Knee Score,0,130,300,265,221,246,201,142,78,-,17.627,16.589,17.527,16.79,16.259,19.414,17.235,18.741,No procedures,Positive outlier (95%),Not an outlier,Positive outlier (95%),Not an outlier,Not an outlier,Positive outlier (99.8%),Not an outlier,Not an outlier
RWW,WARRINGTON AND HALTON TEACHING HOSPITALS NHS FOUNDATION TRUST,Knee Replacement Revision,Oxford Knee Score,0,7,11,17,11,6,3,3,3,-,-,-,-,-,-,-,-,-,No procedures,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records
RWW,WARRINGTON AND HALTON TEACHING HOSPITALS NHS FOUNDATION TRUST,Total Knee Replacement,Oxford Knee Score,147,137,311,282,232,252,204,145,81,16.169,17.438,16.633,17.414,16.891,16.242,19.233,16.961,18.872,Not an outlier,Positive outlier (95%),Not an outlier,Positive outlier (95%),Not an outlier,Not an outlier,Positive outlier (99.8%),Not an outlier,Not an outlier
RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,Hip Replacement Primary,EQ VAS,0,230,257,251,271,343,238,273,103,-,11.326,12.178,12.441,12.33,12.329,14.164,14.335,14.24,No procedures,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Not an outlier
RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,Hip Replacement Revision,EQ VAS,0,30,26,27,25,14,17,22,4,-,9.575,-,-,-,-,-,-,-,No procedures,Not an outlier,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records
RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,Knee Replacement Primary,EQ VAS,0,247,289,221,267,273,217,253,92,-,5.881,5.692,6.511,7.137,5.223,8.244,5.966,7.268,No procedures,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Not an outlier
RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,Knee Replacement Revision,EQ VAS,0,14,18,11,10,4,10,9,7,-,-,-,-,-,-,-,-,-,No procedures,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records
RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,Total Hip Replacement,EQ VAS,316,260,283,278,296,357,255,295,107,12.171,11.819,12.221,12.389,12.825,12.724,14.144,14.746,13.025,Positive outlier (95%),Not an outlier,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Not an outlier
RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,Total Knee Replacement,EQ VAS,301,261,307,232,277,277,227,262,99,5.511,6.24,5.788,6.772,6.795,5.416,8.158,5.847,7.789,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Not an outlier
RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,Hip Replacement Primary,EQ-5D Index,0,232,266,274,280,347,251,285,107,-,0.434,0.434,0.453,0.449,0.439,0.48,0.468,0.466,No procedures,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Not an outlier
RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,Hip Replacement Revision,EQ-5D Index,0,31,28,29,22,17,21,21,4,-,0.284,-,-,-,-,-,-,-,No procedures,Not an outlier,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records
RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,Knee Replacement Primary,EQ-5D Index,0,252,303,239,287,288,243,260,100,-,0.369,0.342,0.338,0.327,0.323,0.365,0.32,0.332,No procedures,Positive outlier (99.8%),Not an outlier,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Not an outlier
RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,Knee Replacement Revision,EQ-5D Index,0,16,19,12,11,5,8,11,7,-,-,-,-,-,-,-,-,-,No procedures,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records
RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,Total Hip Replacement,EQ-5D Index,323,263,294,303,302,364,272,306,111,0.45,0.429,0.434,0.45,0.446,0.436,0.474,0.463,0.448,Positive outlier (95%),Not an outlier,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Not an outlier
RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,Total Knee Replacement,EQ-5D Index,299,268,322,251,298,293,251,271,107,0.325,0.368,0.342,0.337,0.324,0.321,0.361,0.317,0.343,Not an outlier,Positive outlier (99.8%),Not an outlier,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Not an outlier
RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,Hip Replacement Primary,Oxford Hip Score,0,255,279,289,308,368,276,313,125,-,21.605,21.1,22.075,21.026,21.561,22.846,22.969,21.657,No procedures,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Not an outlier
RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,Hip Replacement Revision,Oxford Hip Score,0,35,33,34,25,21,22,24,6,-,12.972,13.94,12.544,-,-,-,-,-,No procedures,Not an outlier,Not an outlier,Not an outlier,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records
RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,Total Hip Replacement,Oxford Hip Score,350,290,312,323,333,389,298,337,131,21.503,21.601,21.24,22.034,21.485,21.812,22.896,23.523,21.68,Positive outlier (95%),Positive outlier (95%),Not an outlier,Positive outlier (95%),Not an outlier,Not an outlier,Not an outlier,Positive outlier (95%),Not an outlier
RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,Knee Replacement Primary,Oxford Knee Score,0,270,317,262,305,317,255,272,103,-,18.264,16.802,17.005,16.977,15.789,17.746,16.084,17.819,No procedures,Positive outlier (99.8%),Not an outlier,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Negative outlier (95%),Not an outlier
RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,Knee Replacement Revision,Oxford Knee Score,0,16,18,13,13,9,10,12,8,-,-,-,-,-,-,-,-,-,No procedures,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records
RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,Total Knee Replacement,Oxford Knee Score,338,286,335,275,318,326,265,284,111,16.597,18.191,16.778,16.838,16.828,15.737,17.534,15.772,18.039,Positive outlier (95%),Positive outlier (99.8%),Not an outlier,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Negative outlier (95%),Not an outlier
RX1,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,Hip Replacement Primary,EQ VAS,0,334,363,393,479,278,353,326,185,-,9.46,10.407,11.766,12.718,14.908,14.951,15.263,15.209,No procedures,Negative outlier (95%),Not an outlier,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Not an outlier
RX1,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,Hip Replacement Revision,EQ VAS,0,49,55,36,34,28,30,14,15,-,5.11,4.296,4.234,10.339,-,8.81,-,-,No procedures,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Insufficient records,Not an outlier,Insufficient records,Insufficient records
RX1,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,Knee Replacement Primary,EQ VAS,0,418,426,427,542,225,370,299,218,-,4.314,6.368,4.258,5.381,7.385,9.366,6.567,7.398,No procedures,Not an outlier,Not an outlier,Negative outlier (95%),Not an outlier,Not an outlier,Not an outlier,Not an outlier,Not an outlier
RX1,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,Knee Replacement Revision,EQ VAS,0,56,33,32,39,16,31,20,22,-,-0.155,0.674,3.625,4.102,-,9.018,-,-,No procedures,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Insufficient records,Not an outlier,Insufficient records,Insufficient records
RX1,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,Total Hip Replacement,EQ VAS,413,383,418,429,513,306,383,340,200,9.046,9.44,10.312,11.525,12.984,13.825,14.71,14.907,15.529,Not an outlier,Negative outlier (95%),Not an outlier,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Not an outlier
RX1,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,Total Knee Replacement,EQ VAS,439,474,459,459,581,241,401,319,240,5.441,4.59,6.241,4.909,5.662,7.485,9.748,6.498,7.19,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Positive outlier (95%),Not an outlier,Not an outlier
RX1,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,Hip Replacement Primary,EQ-5D Index,0,346,391,401,479,269,347,337,187,-,0.415,0.426,0.436,0.441,0.459,0.463,0.476,0.463,No procedures,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Not an outlier
RX1,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,Hip Replacement Revision,EQ-5D Index,0,45,57,42,34,27,33,15,14,-,0.324,0.244,0.243,0.359,-,0.227,-,-,No procedures,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Insufficient records,Not an outlier,Insufficient records,Insufficient records
RX1,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,Knee Replacement Primary,EQ-5D Index,0,426,428,463,564,225,370,316,215,-,0.308,0.331,0.3,0.321,0.329,0.342,0.346,0.344,No procedures,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Not an outlier
RX1,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,Knee Replacement Revision,EQ-5D Index,0,56,36,34,42,17,30,20,22,-,0.296,0.275,0.322,0.335,-,0.314,-,-,No procedures,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Insufficient records,Not an outlier,Insufficient records,Insufficient records
RX1,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,Total Hip Replacement,EQ-5D Index,421,391,448,443,513,296,380,352,201,0.404,0.412,0.415,0.424,0.443,0.447,0.449,0.465,0.465,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Not an outlier
RX1,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,Total Knee Replacement,EQ-5D Index,442,482,464,497,606,242,400,336,237,0.291,0.315,0.331,0.305,0.322,0.331,0.343,0.339,0.348,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Not an outlier
RX1,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,Hip Replacement Primary,Oxford Hip Score,0,374,418,442,512,287,376,361,207,-,19.872,21.04,21.765,22.249,22.225,22.512,23.128,22.5,No procedures,Negative outlier (99.8%),Not an outlier,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Not an outlier
RX1,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,Hip Replacement Revision,Oxford Hip Score,0,50,60,45,34,28,35,16,16,-,13.925,11.557,13.09,16.105,-,11.177,-,-,No procedures,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Insufficient records,Not an outlier,Insufficient records,Insufficient records
RX1,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,Total Hip Replacement,Oxford Hip Score,455,424,478,487,546,315,411,377,223,19.353,19.396,20.251,21.2,21.92,21.586,21.632,22.662,22.605,Not an outlier,Negative outlier (95%),Not an outlier,Not an outlier,Positive outlier (95%),Not an outlier,Not an outlier,Not an outlier,Not an outlier
RX1,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,Knee Replacement Primary,Oxford Knee Score,0,475,455,495,594,229,393,342,239,-,15.026,16.595,15.349,16.59,17.247,17.416,18.077,18.246,No procedures,Negative outlier (95%),Not an outlier,Negative outlier (95%),Not an outlier,Not an outlier,Not an outlier,Not an outlier,Not an outlier
RX1,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,Knee Replacement Revision,Oxford Knee Score,0,61,40,37,40,18,30,21,23,-,12.482,12.078,14.876,13.316,-,12.355,-,-,No procedures,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Insufficient records,Not an outlier,Insufficient records,Insufficient records
RX1,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,Total Knee Replacement,Oxford Knee Score,487,536,495,532,634,247,423,363,262,14.953,14.899,16.346,15.446,16.364,17.126,17.1,17.76,17.985,Not an outlier,Negative outlier (95%),Not an outlier,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Not an outlier
RXC,EAST SUSSEX HEALTHCARE NHS TRUST,Hip Replacement Primary,EQ VAS,0,213,270,221,92,90,58,68,43,-,10.624,9.641,11.487,12.529,14.536,16.976,13.718,12.976,No procedures,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Not an outlier
RXC,EAST SUSSEX HEALTHCARE NHS TRUST,Hip Replacement Revision,EQ VAS,0,24,38,27,7,4,11,6,3,-,-,3.178,-,-,-,-,-,-,No procedures,Insufficient records,Not an outlier,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records
RXC,EAST SUSSEX HEALTHCARE NHS TRUST,Knee Replacement Primary,EQ VAS,0,256,266,276,111,133,81,114,48,-,6.595,6.089,5.28,2.167,4.809,9.61,5.737,5.398,No procedures,Not an outlier,Not an outlier,Not an outlier,Negative outlier (95%),Not an outlier,Not an outlier,Not an outlier,Not an outlier
RXC,EAST SUSSEX HEALTHCARE NHS TRUST,Knee Replacement Revision,EQ VAS,0,25,18,19,4,8,1,4,5,-,-,-,-,-,-,-,-,-,No procedures,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records
RXC,EAST SUSSEX HEALTHCARE NHS TRUST,Total Hip Replacement,EQ VAS,241,237,308,248,99,94,69,74,46,11.172,10.164,9.065,10.488,12.059,13.963,17.18,13.397,13.193,Not an outlier,Not an outlier,Negative outlier (95%),Not an outlier,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Not an outlier
RXC,EAST SUSSEX HEALTHCARE NHS TRUST,Total Knee Replacement,EQ VAS,243,281,284,295,115,141,82,118,53,6.088,6.671,6.383,5.103,2.25,4.477,9.168,5.984,7.379,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Negative outlier (95%),Not an outlier,Not an outlier,Not an outlier,Not an outlier
RXC,EAST SUSSEX HEALTHCARE NHS TRUST,Hip Replacement Primary,EQ-5D Index,0,223,278,258,92,92,60,68,47,-,0.431,0.449,0.451,0.463,0.498,0.443,0.467,0.453,No procedures,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Positive outlier (95%),Not an outlier,Not an outlier,Not an outlier
RXC,EAST SUSSEX HEALTHCARE NHS TRUST,Hip Replacement Revision,EQ-5D Index,0,28,38,25,6,4,11,6,3,-,-,0.223,-,-,-,-,-,-,No procedures,Insufficient records,Not an outlier,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records
RXC,EAST SUSSEX HEALTHCARE NHS TRUST,Knee Replacement Primary,EQ-5D Index,0,275,286,310,118,141,90,124,55,-,0.317,0.331,0.312,0.325,0.33,0.375,0.302,0.311,No procedures,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Not an outlier
RXC,EAST SUSSEX HEALTHCARE NHS TRUST,Knee Replacement Revision,EQ-5D Index,0,26,18,22,5,8,2,3,5,-,-,-,-,-,-,-,-,-,No procedures,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records
RXC,EAST SUSSEX HEALTHCARE NHS TRUST,Total Hip Replacement,EQ-5D Index,243,251,316,283,98,96,71,74,50,0.426,0.433,0.427,0.438,0.45,0.481,0.447,0.462,0.44,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Positive outlier (95%),Not an outlier,Not an outlier,Not an outlier
RXC,EAST SUSSEX HEALTHCARE NHS TRUST,Total Knee Replacement,EQ-5D Index,266,301,304,332,123,149,92,127,60,0.317,0.316,0.336,0.311,0.324,0.327,0.367,0.309,0.331,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Not an outlier
RXC,EAST SUSSEX HEALTHCARE NHS TRUST,Hip Replacement Primary,Oxford Hip Score,0,245,306,274,102,101,68,77,54,-,22.127,22.154,22.577,23.379,22.85,22.697,22.901,23.574,No procedures,Not an outlier,Not an outlier,Positive outlier (95%),Positive outlier (95%),Not an outlier,Not an outlier,Not an outlier,Not an outlier
RXC,EAST SUSSEX HEALTHCARE NHS TRUST,Hip Replacement Revision,Oxford Hip Score,0,35,43,29,7,6,12,6,3,-,14.497,10.647,-,-,-,-,-,-,No procedures,Not an outlier,Not an outlier,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records
RXC,EAST SUSSEX HEALTHCARE NHS TRUST,Total Hip Replacement,Oxford Hip Score,284,280,349,303,109,107,80,83,57,21.128,21.574,20.907,21.236,22.394,21.969,22.634,22.457,23.111,Positive outlier (95%),Not an outlier,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Not an outlier
RXC,EAST SUSSEX HEALTHCARE NHS TRUST,Knee Replacement Primary,Oxford Knee Score,0,294,313,336,128,147,93,135,58,-,16.227,16.055,16.381,16.761,16.32,17.622,15.47,14.784,No procedures,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Negative outlier (95%),Negative outlier (95%)
RXC,EAST SUSSEX HEALTHCARE NHS TRUST,Knee Replacement Revision,Oxford Knee Score,0,29,22,25,8,9,2,5,5,-,-,-,-,-,-,-,-,-,No procedures,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records
RXC,EAST SUSSEX HEALTHCARE NHS TRUST,Total Knee Replacement,Oxford Knee Score,283,323,335,361,136,156,95,140,63,15.08,15.862,16.177,16.377,16.634,16.255,17.268,15.531,15.177,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Negative outlier (95%),Negative outlier (95%)
RXF,MID YORKSHIRE HOSPITALS NHS TRUST,Hip Replacement Primary,EQ VAS,0,173,267,208,195,239,219,209,82,-,8.183,8.593,9.214,12.797,10.716,10.559,12.066,13.35,No procedures,Negative outlier (95%),Negative outlier (95%),Negative outlier (95%),Not an outlier,Negative outlier (95%),Negative outlier (99.8%),Negative outlier (95%),Not an outlier
RXF,MID YORKSHIRE HOSPITALS NHS TRUST,Hip Replacement Revision,EQ VAS,0,19,20,*,10,18,22,17,7,-,-,-,-,-,-,-,-,-,No procedures,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records
RXF,MID YORKSHIRE HOSPITALS NHS TRUST,Knee Replacement Primary,EQ VAS,0,257,395,280,280,292,360,336,162,-,3.104,5.52,4.635,3.945,5.147,8.266,6.445,7.375,No procedures,Negative outlier (95%),Not an outlier,Not an outlier,Negative outlier (95%),Negative outlier (95%),Not an outlier,Not an outlier,Not an outlier
RXF,MID YORKSHIRE HOSPITALS NHS TRUST,Knee Replacement Revision,EQ VAS,0,14,35,10,12,16,24,18,7,-,-,-0.161,-,-,-,-,-,-,No procedures,Insufficient records,Not an outlier,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records
RXF,MID YORKSHIRE HOSPITALS NHS TRUST,Total Hip Replacement,EQ VAS,232,192,287,208,205,257,241,226,89,7.775,7.53,7.837,8.555,12.065,10.283,9.924,11.636,11.683,Not an outlier,Negative outlier (95%),Negative outlier (99.8%),Negative outlier (95%),Not an outlier,Negative outlier (95%),Negative outlier (99.8%),Negative outlier (95%),Not an outlier
RXF,MID YORKSHIRE HOSPITALS NHS TRUST,Total Knee Replacement,EQ VAS,325,271,430,290,292,308,384,354,169,1.12,3.193,5.342,4.302,3.682,4.954,8.398,6.861,6.862,Negative outlier (99.8%),Not an outlier,Not an outlier,Not an outlier,Negative outlier (95%),Negative outlier (95%),Not an outlier,Not an outlier,Not an outlier
RXF,MID YORKSHIRE HOSPITALS NHS TRUST,Hip Replacement Primary,EQ-5D Index,0,187,282,222,205,251,244,229,98,-,0.407,0.404,0.405,0.464,0.396,0.424,0.407,0.439,No procedures,Not an outlier,Negative outlier (95%),Negative outlier (95%),Not an outlier,Negative outlier (99.8%),Negative outlier (99.8%),Negative outlier (99.8%),Not an outlier
RXF,MID YORKSHIRE HOSPITALS NHS TRUST,Hip Replacement Revision,EQ-5D Index,0,21,22,*,9,19,27,18,7,-,-,-,-,-,-,-,-,-,No procedures,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records
RXF,MID YORKSHIRE HOSPITALS NHS TRUST,Knee Replacement Primary,EQ-5D Index,0,272,418,311,297,322,401,371,180,-,0.316,0.318,0.336,0.317,0.316,0.346,0.331,0.331,No procedures,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Not an outlier
RXF,MID YORKSHIRE HOSPITALS NHS TRUST,Knee Replacement Revision,EQ-5D Index,0,14,34,10,16,19,29,20,9,-,-,0.217,-,-,-,-,-,-,No procedures,Insufficient records,Not an outlier,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records
RXF,MID YORKSHIRE HOSPITALS NHS TRUST,Total Hip Replacement,EQ-5D Index,247,208,304,222,214,270,271,247,105,0.419,0.39,0.391,0.394,0.447,0.388,0.414,0.399,0.423,Not an outlier,Negative outlier (95%),Negative outlier (95%),Negative outlier (95%),Not an outlier,Negative outlier (99.8%),Negative outlier (99.8%),Negative outlier (99.8%),Not an outlier
RXF,MID YORKSHIRE HOSPITALS NHS TRUST,Total Knee Replacement,EQ-5D Index,341,286,452,321,313,341,430,391,189,0.276,0.308,0.313,0.33,0.315,0.312,0.339,0.332,0.323,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Not an outlier
RXF,MID YORKSHIRE HOSPITALS NHS TRUST,Hip Replacement Primary,Oxford Hip Score,0,211,306,258,221,276,259,251,107,-,20.03,20.532,19.784,21.612,20.694,20.845,20.755,20.767,No procedures,Negative outlier (95%),Not an outlier,Negative outlier (99.8%),Not an outlier,Negative outlier (95%),Negative outlier (99.8%),Negative outlier (99.8%),Negative outlier (95%)
RXF,MID YORKSHIRE HOSPITALS NHS TRUST,Hip Replacement Revision,Oxford Hip Score,0,22,22,6,10,20,28,19,9,-,-,-,-,-,-,-,-,-,No procedures,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records
RXF,MID YORKSHIRE HOSPITALS NHS TRUST,Total Hip Replacement,Oxford Hip Score,267,233,328,264,231,296,287,270,116,19.408,18.592,18.966,18.58,20.466,19.701,19.805,20.2,19.819,Not an outlier,Negative outlier (99.8%),Negative outlier (99.8%),Negative outlier (99.8%),Not an outlier,Negative outlier (99.8%),Negative outlier (99.8%),Negative outlier (99.8%),Negative outlier (99.8%)
RXF,MID YORKSHIRE HOSPITALS NHS TRUST,Knee Replacement Primary,Oxford Knee Score,0,303,451,339,332,352,434,406,186,-,15.887,16.309,16.047,17.053,16.695,18.181,17.123,17.348,No procedures,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Positive outlier (95%),Not an outlier,Not an outlier
RXF,MID YORKSHIRE HOSPITALS NHS TRUST,Knee Replacement Revision,Oxford Knee Score,0,15,36,10,17,20,32,22,9,-,-,10.652,-,-,-,9.374,-,-,No procedures,Insufficient records,Not an outlier,Insufficient records,Insufficient records,Insufficient records,Negative outlier (95%),Insufficient records,Insufficient records
RXF,MID YORKSHIRE HOSPITALS NHS TRUST,Total Knee Replacement,Oxford Knee Score,369,318,487,349,349,372,466,428,195,13.927,15.691,15.941,15.859,17.056,16.407,17.571,17.106,17.083,Negative outlier (95%),Not an outlier,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Not an outlier
RXH,BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST,Hip Replacement Primary,EQ VAS,0,170,225,193,213,161,156,146,75,-,12.047,9.926,11.098,10.347,12.255,15.099,15.433,15.399,No procedures,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Not an outlier,Not an outlier
RXH,BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST,Hip Replacement Revision,EQ VAS,0,14,30,17,29,39,23,27,7,-,-,6.038,-,-,1.548,-,-,-,No procedures,Insufficient records,Not an outlier,Insufficient records,Insufficient records,Not an outlier,Insufficient records,Insufficient records,Insufficient records
